Entry	Entry name	Protein names	Gene names	Organism	Length	Interacts with	Cross-reference (BioGrid)	Cross-reference (DIP)	Cross-reference (IntAct)	Cross-reference (MINT)	Cross-reference (STRING)	Caution	Miscellaneous [CC]
Q8VFD1	OL492_MOUSE	Olfactory receptor 492 (Olfactory receptor 204-18)	Olfr492 Mor204-18	Mus musculus (Mouse)	314								
Q8VG07	OL494_MOUSE	Olfactory receptor 494 (Olfactory receptor 204-10)	Olfr494 Mor204-10	Mus musculus (Mouse)	314						10090.ENSMUSP00000072810;		
Q8VG42	OL508_MOUSE	Olfactory receptor 508 (Olfactory receptor 204-6)	Olfr508 Mor204-6	Mus musculus (Mouse)	310						10090.ENSMUSP00000072686;		
Q6W049	OL688_MOUSE	Olfactory receptor 688	Olfr688	Mus musculus (Mouse)	321						10090.ENSMUSP00000095758;		
Q8VEY3	OL958_MOUSE	Olfactory receptor 958 (Olfactory receptor 224-9)	Olfr958 Mor224-9	Mus musculus (Mouse)	312						10090.ENSMUSP00000049930;		
Q8VGD6	OLF56_MOUSE	Olfactory receptor 56 (Olfactory receptor 276-1) (Olfactory receptor F7) (Olfactory receptor G3) (Olfactory receptor I-G7)	Olfr56 Mor276-1	Mus musculus (Mouse)	315						10090.ENSMUSP00000058544;		
Q924H0	NPFF2_MOUSE	Neuropeptide FF receptor 2 (G-protein coupled receptor 74) (Neuropeptide NPFF receptor)	Npffr2 Gpr74 Npff2	Mus musculus (Mouse)	417						10090.ENSMUSP00000040033;		
P70310	NTR2_MOUSE	Neurotensin receptor type 2 (NT-R-2) (NTR2) (Low-affinity levocabastine-sensitive neurotensin receptor) (NTRL)	Ntsr2	Mus musculus (Mouse)	416						10090.ENSMUSP00000106693;		
Q3UFB7	NTRK1_MOUSE	High affinity nerve growth factor receptor (EC 2.7.10.1) (Neurotrophic tyrosine kinase receptor type 1)	Ntrk1	Mus musculus (Mouse)	799		201868;	DIP-60900N;	Q3UFB7;		10090.ENSMUSP00000029712;		
Q8VGS3	O1019_MOUSE	Olfactory receptor 1019 (Olfactory receptor 180-1)	Olfr1019 Mor180-1	Mus musculus (Mouse)	310						10090.ENSMUSP00000099694;		
Q8VFL5	O1030_MOUSE	Olfactory receptor 1030 (Olfactory receptor 196-2)	Olfr1030 Mor196-2	Mus musculus (Mouse)	318						10090.ENSMUSP00000053309;		
P34983	O1537_MOUSE	Olfactory receptor 1537 (Odorant receptor K4) (Olfactory receptor 144) (Olfactory receptor 7B)	Olfr1537 Olfr144 Olfr7	Mus musculus (Mouse)	314						10090.ENSMUSP00000072979;		
Q8BZF2	NIPA4_MOUSE	Magnesium transporter NIPA4 (Ichthyin) (NIPA-like protein 4) (Non-imprinted in Prader-Willi/Angelman syndrome region protein 4 homolog)	Nipal4 Ichn Nipa4	Mus musculus (Mouse)	406						10090.ENSMUSP00000020679;		
O54799	NMBR_MOUSE	Neuromedin-B receptor (NMB-R) (Neuromedin-B-preferring bombesin receptor)	Nmbr	Mus musculus (Mouse)	390						10090.ENSMUSP00000020015;		
Q03391	NMDE4_MOUSE	"Glutamate receptor ionotropic, NMDA 2D (GluN2D) (Glutamate [NMDA] receptor subunit epsilon-4) (N-methyl D-aspartate receptor subtype 2D) (NMDAR2D) (NR2D)"	Grin2d GluN2D	Mus musculus (Mouse)	1323		200071;		Q03391;	MINT-4103932;	10090.ENSMUSP00000002848;		
P97295	NPY2R_MOUSE	Neuropeptide Y receptor type 2 (NPY2-R) (NPY-Y2 receptor) (Y2 receptor)	Npy2r	Mus musculus (Mouse)	381						10090.ENSMUSP00000096595;		
O35375	NRP2_MOUSE	Neuropilin-2 (Vascular endothelial cell growth factor 165 receptor 2)	Nrp2	Mus musculus (Mouse)	931		201849;				10090.ENSMUSP00000109794;		
Q8VGR9	O1044_MOUSE	Olfactory receptor 1044 (Olfactory receptor 185-4)	Olfr1044 Mor185-4	Mus musculus (Mouse)	314						10090.ENSMUSP00000097490;		
Q8VF13	O1094_MOUSE	Olfactory receptor 1094 (Olfactory receptor 179-7)	Olfr1094 Mor179-7	Mus musculus (Mouse)	330						10090.ENSMUSP00000100846;		
Q8VES2	O1102_MOUSE	Olfactory receptor 1102 (Olfactory receptor 179-4)	Olfr1102 Mor179-4	Mus musculus (Mouse)	324						10090.ENSMUSP00000052861;		
Q8VBV9	O51E2_MOUSE	Olfactory receptor 51E2 (Olfactory receptor 78)	Or51e2 Mol2.3 Olfr78 Psgr	Mus musculus (Mouse)	320						10090.ENSMUSP00000058085;		
Q8BFQ3	OGR1_MOUSE	Ovarian cancer G-protein coupled receptor 1 (G-protein coupled receptor 68) (Sphingosylphosphorylcholine receptor)	Gpr68 Ogr1	Mus musculus (Mouse)	365						10090.ENSMUSP00000057510;		
P34985	OL143_MOUSE	Olfactory receptor 143 (Odorant receptor K18) (Olfactory receptor 170-6) (Olfactory receptor 7A)	Olfr143 Mor170-6 Olfr7	Mus musculus (Mouse)	313						10090.ENSMUSP00000091388;		
Q60895	OL150_MOUSE	Olfactory receptor 150 (Odorant receptor M93) (Olfactory receptor 171-18) (Olfactory receptor 7I)	Olfr150 Mor171-18 Olfr7	Mus musculus (Mouse)	312						10090.ENSMUSP00000077635;		
Q7TS48	OL180_MOUSE	Olfactory receptor Olfr180	Olfr180	Mus musculus (Mouse)	317						10090.ENSMUSP00000128358;		
Q8VFC9	OL474_MOUSE	Olfactory receptor 474 (Olfactory receptor 204-20)	Olfr474 Mor204-20	Mus musculus (Mouse)	310						10090.ENSMUSP00000055931;		
Q8VG04	OL478_MOUSE	Olfactory receptor 478 (Olfactory receptor 204-13)	Olfr478 Mor204-13	Mus musculus (Mouse)	314						10090.ENSMUSP00000058931;		
Q8VEZ0	OL480_MOUSE	Olfactory receptor 480 (Odorant receptor S25) (Olfactory receptor 204-32)	Olfr480 Mor204-32	Mus musculus (Mouse)	312						10090.ENSMUSP00000071583;		
Q8VFD3	OL484_MOUSE	Olfactory receptor 484 (Olfactory receptor 204-16)	Olfr484 Mor204-16	Mus musculus (Mouse)	321						10090.ENSMUSP00000073267;		
Q8VEW5	OL493_MOUSE	Olfactory receptor 493 (Olfactory receptor 204-35)	Olfr493 Mor204-35	Mus musculus (Mouse)	314						10090.ENSMUSP00000079005;		
Q8VF12	OL495_MOUSE	Olfactory receptor 495 (Olfactory receptor 204-37)	Olfr495 Mor204-37	Mus musculus (Mouse)	330						10090.ENSMUSP00000071440;		
Q7TRF3	OL867_MOUSE	Olfactory receptor 867	Olfr867	Mus musculus (Mouse)	331						10090.ENSMUSP00000057469;		
Q9JHB2	OLF19_MOUSE	Olfactory receptor 19 (Odorant receptor M12) (Olfactory receptor 140-1)	Olfr19 Mor140-1	Mus musculus (Mouse)	309						10090.ENSMUSP00000053393;		
Q8VFM9	OLF24_MOUSE	Olfactory receptor 24 (Olfactory receptor 132-1) (Olfactory receptor TPCR51)	Olfr24 Mor132-1	Mus musculus (Mouse)	313						10090.ENSMUSP00000064189;		
Q9Z1V0	OLF49_MOUSE	Olfactory receptor 49 (Olfactory receptor 118-1) (Olfactory receptor I-C6)	Olfr49 Mor118-1	Mus musculus (Mouse)	313						10090.ENSMUSP00000054361;		
Q60889	OLF5_MOUSE	Olfactory receptor 5 (Odorant receptor M41) (Olfactory receptor 103-8)	Olfr5 Mor103-8	Mus musculus (Mouse)	312						10090.ENSMUSP00000083498;		
Q60885	OLF9_MOUSE	Olfactory receptor 9 (Odorant receptor M25) (Olfactory receptor 269-3)	Olfr9 Mor269-3	Mus musculus (Mouse)	312						10090.ENSMUSP00000089622;		
Q9QXZ9	OPN4_MOUSE	Melanopsin (Opsin-4)	Opn4 Mop Mopn	Mus musculus (Mouse)	521				Q9QXZ9;		10090.ENSMUSP00000022331;		
P33534	OPRK_MOUSE	Kappa-type opioid receptor (K-OR-1) (KOR-1) (MSL-1)	Oprk1	Mus musculus (Mouse)	380						10090.ENSMUSP00000027038;		
Q9JJS7	P2RY4_MOUSE	P2Y purinoceptor 4 (P2Y4)	P2ry4 P2y4r	Mus musculus (Mouse)	361						10090.ENSMUSP00000055869;		
Q8VFK2	O1002_MOUSE	Olfactory receptor 1002 (Olfactory receptor 175-2)	Olfr1002 Mor175-2	Mus musculus (Mouse)	318						10090.ENSMUSP00000097504;		
Q8VFK1	O1009_MOUSE	Olfactory receptor 1009 (Olfactory receptor 175-3)	Olfr1009 Mor175-3	Mus musculus (Mouse)	314						10090.ENSMUSP00000061475;		
Q8VFK7	O1020_MOUSE	Olfactory receptor 1020 (Olfactory receptor 201-2)	Olfr1020 Mor201-2	Mus musculus (Mouse)	317						10090.ENSMUSP00000058242;		
Q8VFL9	O1086_MOUSE	Olfactory receptor 1086 (Olfactory receptor 179-2)	Olfr1086 Mor179-2	Mus musculus (Mouse)	310						10090.ENSMUSP00000097463;		
Q60880	OL141_MOUSE	Olfactory receptor 141 (Olfactory receptor 4B)	Olfr141 Olfr4	Mus musculus (Mouse)	325						10090.ENSMUSP00000100847;		
Q60882	OL145_MOUSE	Olfactory receptor 145 (Odorant receptor K21) (Olfactory receptor 161-6) (Olfactory receptor 7C)	Olfr145 Mor161-6 Olfr7	Mus musculus (Mouse)	310						10090.ENSMUSP00000083229;		
Q60886	OL147_MOUSE	Olfactory receptor 147 (Odorant receptor M3) (Olfactory receptor 164-1) (Olfactory receptor 7E)	Olfr147 Mor164-1 Olfr7	Mus musculus (Mouse)	317						10090.ENSMUSP00000051933;		
Q60893	OL151_MOUSE	Olfactory receptor 151 (Odorant receptor M71) (Olfactory receptor 171-2) (Olfactory receptor 7H)	Olfr151 Mor171-2 Olfr7	Mus musculus (Mouse)	309						10090.ENSMUSP00000100468;		
Q8VGQ7	OL181_MOUSE	Olfactory receptor 181 (Olfactory receptor 184-4)	Olfr181 Mor184-4	Mus musculus (Mouse)	317						10090.ENSMUSP00000074825;		
Q8VEX5	OL186_MOUSE	Olfactory receptor 186 (Olfactory receptor 183-9)	Olfr186 Mor183-9	Mus musculus (Mouse)	309						10090.ENSMUSP00000056448;		
Q8VF65	OL470_MOUSE	Olfactory receptor 470 (Olfactory receptor 204-22)	Olfr470 Mor204-22	Mus musculus (Mouse)	314						10090.ENSMUSP00000081812;		
Q8VG44	OL473_MOUSE	Olfactory receptor 473 (Olfactory receptor 204-4)	Olfr473 Mor204-4	Mus musculus (Mouse)	310						10090.ENSMUSP00000081816;		
Q8VGI6	OL477_MOUSE	Olfactory receptor 477 (Olfactory receptor 204-1)	Olfr477 Mor204-1	Mus musculus (Mouse)	310						10090.ENSMUSP00000091654;		
Q8VGI5	OL481_MOUSE	Olfactory receptor 481 (Olfactory receptor 204-2)	Olfr481 Mor204-2	Mus musculus (Mouse)	312						10090.ENSMUSP00000063555;		
Q8VG05	OL483_MOUSE	Olfactory receptor 483 (Olfactory receptor 204-12)	Olfr483 Mor204-12	Mus musculus (Mouse)	315						10090.ENSMUSP00000100517;		
Q8VFD0	OL486_MOUSE	Olfactory receptor 486 (Olfactory receptor 204-19)	Olfr486 Mor204-19	Mus musculus (Mouse)	314						10090.ENSMUSP00000071918;		
Q8VFD2	OL490_MOUSE	Olfactory receptor 490 (Olfactory receptor 204-17)	Olfr490 Mor204-17	Mus musculus (Mouse)	314						10090.ENSMUSP00000074137;		
Q8VG08	OL497_MOUSE	Olfactory receptor 497 (Olfactory receptor 204-9)	Olfr497 Mor204-9	Mus musculus (Mouse)	314						10090.ENSMUSP00000075741;		
Q8VG13	OL507_MOUSE	Olfactory receptor 507 (Olfactory receptor 204-7)	Olfr507 Mor204-7	Mus musculus (Mouse)	316						10090.ENSMUSP00000078926;		
Q60890	OLF11_MOUSE	Olfactory receptor 11 (Odorant receptor M49) (Olfactory receptor 256-11)	Olfr11 Mor256-11	Mus musculus (Mouse)	313						10090.ENSMUSP00000043099;		
P34984	OLF13_MOUSE	Olfactory receptor 13 (Odorant receptor K7) (Olfactory receptor 261-6)	Olfr13 Mor261-6	Mus musculus (Mouse)	310						10090.ENSMUSP00000053813;		
Q8VGI1	OLF1_MOUSE	Olfactory receptor 1 (Odorant receptor I54) (Olfactory receptor 135-13)	Olfr1 Mor135-13	Mus musculus (Mouse)	314						10090.ENSMUSP00000113707;		
Q60892	OLF8_MOUSE	Olfactory receptor 8 (Odorant receptor M64)	Olfr8	Mus musculus (Mouse)	310						10090.ENSMUSP00000080282;		
Q9EQ09	OLR1_MOUSE	"Oxidized low-density lipoprotein receptor 1 (Ox-LDL receptor 1) (Lectin-like oxidized LDL receptor 1) (LOX-1) (Lectin-like oxLDL receptor 1) (Lectin-type oxidized LDL receptor 1) [Cleaved into: Oxidized low-density lipoprotein receptor 1, soluble form]"	Olr1 Lox1	Mus musculus (Mouse)	363						10090.ENSMUSP00000032265;		
P35377	OPRX_MOUSE	Nociceptin receptor (K3 opiate receptor) (Kappa-type 3 opioid receptor) (KOR-3) (ORGC) (Orphanin FQ receptor)	Oprl1 Oor Oprl	Mus musculus (Mouse)	367						10090.ENSMUSP00000071513;		
P15409	OPSD_MOUSE	Rhodopsin	Rho	Mus musculus (Mouse)	348				P15409;	MINT-1795197;	10090.ENSMUSP00000032471;		
P58308	OX2R_MOUSE	Orexin receptor type 2 (Ox-2-R) (Ox2-R) (Ox2R) (Hypocretin receptor type 2)	Hcrtr2 Mox2r	Mus musculus (Mouse)	460						10090.ENSMUSP00000058230;		
P51576	P2RX1_MOUSE	P2X purinoceptor 1 (P2X1) (ATP receptor) (Purinergic receptor)	P2rx1	Mus musculus (Mouse)	399						10090.ENSMUSP00000021141;		
P70205	PACR_MOUSE	Pituitary adenylate cyclase-activating polypeptide type I receptor (PACAP type I receptor) (PACAP-R-1) (PACAP-R1)	Adcyap1r1	Mus musculus (Mouse)	496				P70205;	MINT-4544489;	10090.ENSMUSP00000063784;		
Q9WUK7	OPN3_MOUSE	Opsin-3 (Encephalopsin) (Panopsin)	Opn3 Ecpn	Mus musculus (Mouse)	400						10090.ENSMUSP00000027809;		
O70458	OSMR_MOUSE	Oncostatin-M-specific receptor subunit beta (Interleukin-31 receptor subunit beta) (IL-31 receptor subunit beta) (IL-31R subunit beta) (IL-31R-beta) (IL-31RB)	Osmr Osmrb	Mus musculus (Mouse)	971		201984;	DIP-5787N;	O70458;	MINT-4105360;	10090.ENSMUSP00000022746;		
O54803	P2RX6_MOUSE	P2X purinoceptor 6 (P2X6) (ATP receptor) (P2XM) (Purinergic receptor) (Purinergic receptor P2X-like 1)	P2rx6 P2rxl1	Mus musculus (Mouse)	379						10090.ENSMUSP00000023441;		
P35383	P2RY2_MOUSE	P2Y purinoceptor 2 (P2Y2) (ATP receptor) (P2U purinoceptor 1) (P2U1) (Purinergic receptor)	P2ry2 P2ru1	Mus musculus (Mouse)	373						10090.ENSMUSP00000036765;		
Q9ERK9	P2RY6_MOUSE	P2Y purinoceptor 6 (P2Y6)	P2ry6	Mus musculus (Mouse)	328						10090.ENSMUSP00000055697;		
Q9D8I2	P2Y13_MOUSE	P2Y purinoceptor 13 (P2Y13) (G-protein coupled receptor 86)	P2yr13 Gpr86	Mus musculus (Mouse)	337						10090.ENSMUSP00000044730;		
P30558	PAR1_MOUSE	Proteinase-activated receptor 1 (PAR-1) (Thrombin receptor)	F2r Cf2r Par1	Mus musculus (Mouse)	430						10090.ENSMUSP00000061754;		
Q8VFV4	O1440_MOUSE	Olfactory receptor 1440 (Olfactory receptor 202-4)	Olfr1440 Mor215-1	Mus musculus (Mouse)	315						10090.ENSMUSP00000054798;		
Q60878	OL140_MOUSE	Olfactory receptor 140 (Odorant receptor A16) (Olfactory receptor 235-1) (Olfactory receptor 4A)	Olfr140 Mor235-1 Olfr4	Mus musculus (Mouse)	302						10090.ENSMUSP00000097346;		
Q0VAX9	OLF18_MOUSE	Olfactory receptor 18 (Olfactory receptor 145-1) (Olfactory receptor TPCR34)	Olfr18 Mor145-1	Mus musculus (Mouse)	331						10090.ENSMUSP00000083664;		
P51491	OPSB_MOUSE	Short-wave-sensitive opsin 1 (S opsin) (Blue cone photoreceptor pigment) (Blue-sensitive opsin) (BOP) (Short wavelength-sensitive cone opsin)	Opn1sw Bcp	Mus musculus (Mouse)	346						10090.ENSMUSP00000079289;		
P58307	OX1R_MOUSE	Orexin receptor type 1 (Ox-1-R) (Ox1-R) (Ox1R) (Hypocretin receptor type 1)	Hcrtr1	Mus musculus (Mouse)	416						10090.ENSMUSP00000030562;		
P49650	P2RY1_MOUSE	P2Y purinoceptor 1 (P2Y1) (ATP receptor) (Purinergic receptor)	P2ry1	Mus musculus (Mouse)	373						10090.ENSMUSP00000029331;		
Q6VNS1	NTRK3_MOUSE	NT-3 growth factor receptor (EC 2.7.10.1) (GP145-TrkC) (Trk-C) (Neurotrophic tyrosine kinase receptor type 3) (TrkC tyrosine kinase)	Ntrk3 TrkC	Mus musculus (Mouse)	825						10090.ENSMUSP00000037909;		
Q8VFX2	O1444_MOUSE	Olfactory receptor 1444 (Olfactory receptor 202-4)	Olfr1444 Mor202-4	Mus musculus (Mouse)	319						10090.ENSMUSP00000062460;		
P42866	OPRM_MOUSE	Mu-type opioid receptor (M-OR-1) (MOR-1)	Oprm1 Mor Oprm	Mus musculus (Mouse)	398	P63092-2; P21729	201972;	DIP-46148N;	P42866;	MINT-8298941;	10090.ENSMUSP00000101236;		
O35599	OPSG_MOUSE	Medium-wave-sensitive opsin 1 (Green cone photoreceptor pigment) (Green-sensitive opsin) (M opsin) (Medium wavelength-sensitive cone opsin)	Opn1mw Gcp	Mus musculus (Mouse)	359						10090.ENSMUSP00000033771;		
Q7TR96	O1013_MOUSE	Olfactory receptor 1013 (Olfactory receptor 213-2)	Olfr1013 Mor213-2	Mus musculus (Mouse)	305						10090.ENSMUSP00000068173;		
Q8VGS1	O1038_MOUSE	Olfactory receptor 1038 (Olfactory receptor 185-3)	Olfr1038 Mor185-3 Olfr1038-ps	Mus musculus (Mouse)	319							"CAUTION: Defined as a pseudogene by MGI. However, proteomics data suggest the existence of the protein. {ECO:0000305}."	
Q8VGR8	O1052_MOUSE	Olfactory receptor 1052 (Olfactory receptor 172-1)	Olfr1052 Mor172-1	Mus musculus (Mouse)	312						10090.ENSMUSP00000058454;		
Q60888	OL149_MOUSE	Olfactory receptor 149 (Odorant receptor M31) (Olfactory receptor 224-8) (Olfactory receptor 7G)	Olfr149 Mor224-8 Olfr7	Mus musculus (Mouse)	311						10090.ENSMUSP00000080686;		
Q9QY00	OL154_MOUSE	Olfactory receptor 154 (Olfactory receptor 175-1)	Olfr154 Mor175-1 Olfr4-3 Or912-93 Or93	Mus musculus (Mouse)	318						10090.ENSMUSP00000097502;		
Q8VFB9	OL183_MOUSE	Olfactory receptor 183 (Olfactory receptor 183-2)	Olfr183 Mor183-2	Mus musculus (Mouse)	309						10090.ENSMUSP00000080602;		
Q8VEX6	OL187_MOUSE	Olfactory receptor 187 (Olfactory receptor 183-8)	Olfr187 Mor183-8	Mus musculus (Mouse)	308						10090.ENSMUSP00000052477;		
Q8VGI4	OL476_MOUSE	Olfactory receptor 476 (Olfactory receptor 204-3)	Olfr476 Mor204-3	Mus musculus (Mouse)	310								
Q8VG03	OL482_MOUSE	Olfactory receptor 482 (Olfactory receptor 204-14)	Olfr482 Mor204-14	Mus musculus (Mouse)	323						10090.ENSMUSP00000079948;		
Q8VG06	OL491_MOUSE	Olfactory receptor 491 (Olfactory receptor 204-11)	Olfr491 Mor204-11	Mus musculus (Mouse)	310						10090.ENSMUSP00000061188;		
Q8VEW2	OL498_MOUSE	Olfactory receptor 498 (Olfactory receptor 204-36)	Olfr498 Mor204-36	Mus musculus (Mouse)	330						10090.ENSMUSP00000074343;		
Q8VG09	OL502_MOUSE	Olfactory receptor 502 (Olfactory receptor 204-8)	Olfr502 Mor204-8	Mus musculus (Mouse)	314						10090.ENSMUSP00000077963;		
Q8VEW6	OL510_MOUSE	Olfactory receptor 510 (Olfactory receptor 204-34)	Olfr510 Mor204-34	Mus musculus (Mouse)	314						10090.ENSMUSP00000075637;		
Q8VF76	OL998_MOUSE	Olfactory receptor 998 (Olfactory receptor 175-5)	Olfr998 Mor175-5	Mus musculus (Mouse)	314						10090.ENSMUSP00000059970;		
Q6VZZ7	OPN5_MOUSE	Opsin-5 (G-protein coupled receptor 136) (G-protein coupled receptor PGR12) (Neuropsin)	Opn5 Gpr136 Pgr12	Mus musculus (Mouse)	377						10090.ENSMUSP00000063542;		
P32300	OPRD_MOUSE	Delta-type opioid receptor (D-OR-1) (DOR-1) (K56) (MSL-2)	Oprd1	Mus musculus (Mouse)	372			DIP-46417N;	P32300;		10090.ENSMUSP00000050077;		
Q8VBT3	OSCAR_MOUSE	Osteoclast-associated immunoglobulin-like receptor (Osteoclast-associated receptor) (mOSCAR) (Ocl178)	Oscar	Mus musculus (Mouse)	265						10090.ENSMUSP00000041306;		
Q60881	OL142_MOUSE	Olfactory receptor 142 (Olfactory receptor 227-2) (Olfactory receptor 4C)	Olfr142 Mor227-2 Olfr4	Mus musculus (Mouse)	305						10090.ENSMUSP00000097341;		
Q60884	OL146_MOUSE	Olfactory receptor 146 (Odorant receptor M15) (Olfactory receptor 171-10) (Olfactory receptor 7D)	Olfr146 Mor171-10 Olfr7	Mus musculus (Mouse)	306						10090.ENSMUSP00000073352;		
Q60887	OL148_MOUSE	Olfactory receptor 148 (Odorant receptor M30) (Olfactory receptor 224-4) (Olfactory receptor 7F)	Olfr148 Mor224-4 Olfr7	Mus musculus (Mouse)	310						10090.ENSMUSP00000096473;		
Q60883	OLF10_MOUSE	Olfactory receptor 10 (Odorant receptor L45)	Olfr10	Mus musculus (Mouse)	311						10090.ENSMUSP00000073963;		
Q60894	OLF12_MOUSE	Olfactory receptor 12 (Odorant receptor M76)	Olfr12	Mus musculus (Mouse)	333						10090.ENSMUSP00000080027;		
P23275	OLF15_MOUSE	Olfactory receptor 15 (Odorant receptor OR3) (Olfactory receptor 256-17)	Olfr15 Mor256-17	Mus musculus (Mouse)	312						10090.ENSMUSP00000079720;		
Q60879	OLF3_MOUSE	Olfactory receptor 3 (Odorant receptor K10) (Olfactory receptor 136-14)	Olfr3 Mor136-14	Mus musculus (Mouse)	313						10090.ENSMUSP00000097728;		
Q8VGK5	OLF50_MOUSE	Olfactory receptor 50 (Olfactory receptor 136-6) (Olfactory receptor I-D3)	Olfr50 Mor136-6	Mus musculus (Mouse)	312						10090.ENSMUSP00000071985;		
Q8VBW9	OLF63_MOUSE	Olfactory receptor 63 (Odorant receptor M4) (Olfactory receptor 267-1)	Olfr63 Mor267-1	Mus musculus (Mouse)	316						10090.ENSMUSP00000067207;		
P34986	OLF6_MOUSE	Olfactory receptor 6 (Odorant receptor M50) (Olfactory receptor 103-16)	Olfr6 Mor103-16	Mus musculus (Mouse)	316						10090.ENSMUSP00000048740;		
O35214	OPSX_MOUSE	Visual pigment-like receptor peropsin	Rrh	Mus musculus (Mouse)	337		203021;				10090.ENSMUSP00000029648;		
Q6TCG5	PAQR6_MOUSE	Progestin and adipoQ receptor family member 6 (Progestin and adipoQ receptor family member VI)	Paqr6	Mus musculus (Mouse)	343						10090.ENSMUSP00000114166;		
Q8R189	PAQRA_MOUSE	Monocyte to macrophage differentiation factor 2 (Progestin and adipoQ receptor family member X)	Mmd2 Paqr10	Mus musculus (Mouse)	247						10090.ENSMUSP00000039357;		
P55086	PAR2_MOUSE	Proteinase-activated receptor 2 (PAR-2) (Coagulation factor II receptor-like 1) (G-protein coupled receptor 11) (Thrombin receptor-like 1)	F2rl1 Gpcr11 Gpr11 Par2	Mus musculus (Mouse)	399						10090.ENSMUSP00000022185;		"MISCELLANEOUS: Synthetic PAR agonist peptides (APs) that mimic the first six amino acids of the newly formed N-terminus activate the native, uncleaved receptor nonenzymatically by binding directly to the corresponding second extracellular loop to mediate signaling. {ECO:0000250}."
O88634	PAR4_MOUSE	Proteinase-activated receptor 4 (PAR-4) (Coagulation factor II receptor-like 3) (Thrombin receptor-like 3)	F2rl3 Par4	Mus musculus (Mouse)	396			DIP-42480N;	O88634;	MINT-2737730;	10090.ENSMUSP00000054426;		
Q8BGE9	RL3R1_MOUSE	Relaxin-3 receptor 1 (RLN3 receptor 1) (G protein-coupled receptor SALPR homolog) (Relaxin family peptide receptor 3)	Rxfp3 Rln3r1 Salpr	Mus musculus (Mouse)	472					MINT-4997631;	10090.ENSMUSP00000062741;		
Q7M725	TR107_MOUSE	Taste receptor type 2 member 107 (T2R107) (mT2R43) (STC5-1) (T2R4)	Tas2r107 T2r4 T2r43	Mus musculus (Mouse)	308						10090.ENSMUSP00000067082;		MISCELLANEOUS: Several bitter taste receptors with distinct ligand specificities are expressed in a single taste receptor cell. {ECO:0000305}.
Q8BX43	TR19L_MOUSE	Tumor necrosis factor receptor superfamily member 19L	Relt Tnfrsf19l	Mus musculus (Mouse)	436						10090.ENSMUSP00000008462;		
Q2TV84	TRPM1_MOUSE	Transient receptor potential cation channel subfamily M member 1 (Long transient receptor potential channel 1) (LTrpC1) (Melastatin-1)	Trpm1 Ltrpc1	Mus musculus (Mouse)	1622						10090.ENSMUSP00000082318;		
P58681	TLR7_MOUSE	Toll-like receptor 7	Tlr7	Mus musculus (Mouse)	1050						10090.ENSMUSP00000061853;		
Q9D123	TM219_MOUSE	Insulin-like growth factor-binding protein 3 receptor (IGFBP-3R) (Transmembrane protein 219)	Tmem219	Mus musculus (Mouse)	240						10090.ENSMUSP00000032926;		
Q9JLL3	TNR19_MOUSE	Tumor necrosis factor receptor superfamily member 19 (TRADE) (Toxicity and JNK inducer)	Tnfrsf19 Taj Troy	Mus musculus (Mouse)	416		205900;				10090.ENSMUSP00000106865;		
